cellid,enbrnc,xarfcn,unit,band,fc,signal,lat,lon,speed,rsrq,ss,WindGust,Pressure,Precip
5125645,20022,876,2,2,1957.6,-90,39.0337372,-94.5762926,0.3,-9,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337262,-94.5762958,0.1,-9,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337411,-94.5763013,0.2,-9,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0338287,-94.5761583,1.3,-11,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0338753,-94.5762028,0.7,-9,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0338521,-94.5763846,1.3,-9,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0338373,-94.5764119,0.3,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0338703,-94.5763926,0.5,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-93,39.0338907,-94.5763512,0.4,-13,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-84,39.0338371,-94.5763376,0.6,-10,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337983,-94.5763493,0.2,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337787,-94.5763342,0.4,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-93,39.0337569,-94.5763122,0.4,-13,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337623,-94.5762824,0.4,-13,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337417,-94.5762853,0.1,-10,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337418,-94.5762923,1,-10,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337978,-94.5763171,1,-9,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337843,-94.5763323,0.8,-14,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337355,-94.5762845,0.5,-14,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337331,-94.5762603,0.4,-13,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.0337575,-94.5762549,0.3,-15,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.0337607,-94.5762566,0.1,-15,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.033758,-94.5762688,0.1,-13,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337306,-94.5762905,0.4,-11,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.033719,-94.5762972,0.3,-11,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337776,-94.5762398,1.1,-10,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337261,-94.57629,0.2,-13,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-86,39.0337235,-94.5762916,0.1,-13,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-86,39.0337309,-94.5762885,0.1,-13,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337371,-94.5762853,0.1,-11,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337238,-94.5762942,0.2,-11,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.0337138,-94.5762972,0.1,-12,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337392,-94.5762869,0.2,-12,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337423,-94.576287,0.1,-12,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.033727,-94.5762908,0.2,-12,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.0337238,-94.5762907,0.1,-11,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.0337168,-94.5762953,0.2,-11,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337343,-94.5762874,0.1,-13,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.0337083,-94.5763003,0.2,-13,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337177,-94.5762955,0.1,-9,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337234,-94.5762916,0.1,-9,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337514,-94.5762801,0.2,-11,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337356,-94.5762834,0.2,-11,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-85,39.0337248,-94.5762964,0.2,-9,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337538,-94.5762814,0.5,-11,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.03373,-94.5762935,0.3,-11,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-86,39.0337186,-94.5762964,0.2,-10,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-86,39.0337259,-94.5762865,0.2,-10,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-85,39.0337379,-94.5762782,0.2,-12,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337354,-94.5762891,0.1,-13,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337462,-94.5762716,0.1,-13,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337324,-94.5762852,0.7,-10,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337368,-94.5762925,0.2,-10,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337139,-94.5762958,0.2,-11,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337219,-94.5762923,0.2,-14,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.033728,-94.5762946,0.1,-14,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337563,-94.5762848,0.7,-10,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337217,-94.5762947,0.3,-10,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.033726,-94.5762877,0.1,-12,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-86,39.0337345,-94.5762829,0.1,-13,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337249,-94.5762897,0.1,-13,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.0337334,-94.5762868,0.1,-12,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.0337267,-94.5762896,0.1,-12,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337363,-94.5762809,0.2,-15,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337422,-94.5762744,0.1,-13,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337206,-94.5762947,0.3,-14,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337624,-94.5762375,1,-14,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337431,-94.5762725,0.3,-11,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.0337398,-94.5762811,0.2,-9,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.0337401,-94.5762869,0.1,-10,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.0337413,-94.5762811,0.1,-10,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337392,-94.5762807,0.1,-9,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337278,-94.5762874,0.2,-9,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337188,-94.5762948,0.2,-9,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337312,-94.576287,0.2,-9,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337468,-94.5762836,0.2,-9,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.033726,-94.5762971,0.3,-9,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-86,39.0337201,-94.5762965,0.1,-14,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-86,39.0337397,-94.5762804,0.3,-14,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-86,39.033736,-94.5762945,0.1,-14,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.03373,-94.5762987,0.1,-12,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337575,-94.5762861,0.4,-11,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337309,-94.5762942,0.3,-11,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.0337753,-94.576239,0.8,-13,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.0337422,-94.5762865,0.6,-9,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.033728,-94.5762912,0.1,-14,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337198,-94.5762945,0.2,-14,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337366,-94.5762967,0.2,-11,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337468,-94.5762838,0.4,-14,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337243,-94.5762892,0.2,-15,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337325,-94.576291,0.1,-13,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337354,-94.5762892,0.1,-13,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337896,-94.5762276,1.2,-12,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337431,-94.5762881,0.4,-12,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337566,-94.5762871,0.2,-12,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337606,-94.5762905,0.1,-12,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337623,-94.576293,0.1,-13,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337366,-94.576299,0.2,-13,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337249,-94.5762907,0.2,-10,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337507,-94.5762798,0.2,-12,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.03376,-94.576274,0.2,-13,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.03376,-94.576274,0.2,-13,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.03376,-94.576274,0.2,-13,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337293,-94.5762972,0.2,-13,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.0337457,-94.5762879,0.3,-12,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.0337257,-94.5762943,0.3,-12,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.033734,-94.5762862,0.1,-12,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-86,39.0337481,-94.5762804,0.1,-13,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337355,-94.5762836,0.1,-9,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.0337806,-94.5762285,0.7,-13,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.0337794,-94.57623,0.2,-13,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337321,-94.576288,0.5,-14,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337591,-94.5762838,0.1,-12,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337359,-94.57629,0.4,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337351,-94.5762892,0.1,-13,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337495,-94.5762732,0.2,-11,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0337547,-94.576279,0.1,-11,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337346,-94.5762893,0.1,-13,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337454,-94.5762768,0.2,-13,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337223,-94.5762985,0.1,-11,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337578,-94.5762855,0.6,-12,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337383,-94.5762802,0.1,-14,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337224,-94.5762969,0.3,-14,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337235,-94.5762907,0.1,-9,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337285,-94.5762904,0.1,-9,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337325,-94.5762891,0.1,-9,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0337594,-94.576282,0.5,-13,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337666,-94.5762776,0.3,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337363,-94.5762825,0.2,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337335,-94.5762831,0.1,-12,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337654,-94.576281,0.4,-13,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.0337692,-94.5762818,0.2,-13,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337302,-94.5762908,0.3,-10,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337237,-94.5762969,0.2,-10,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337217,-94.5762967,0.1,-12,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337415,-94.5762778,0.2,-11,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337613,-94.576276,0.3,-11,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337453,-94.5762803,0.2,-11,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.0337346,-94.5762837,0.1,-12,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-79,39.0337823,-94.5764776,3.5,-10,31,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-79,39.0337914,-94.5765968,4,-10,31,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0338354,-94.5769186,3.7,-10,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.0337454,-94.5764628,2.1,-10,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0336837,-94.5761688,2.5,-12,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337036,-94.5761817,0.5,-12,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337085,-94.5762625,1.6,-12,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.0337203,-94.5762394,1.5,-15,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-87,39.0337375,-94.5762862,0.3,-15,30,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337384,-94.5763015,0.3,-14,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.033727,-94.5763086,0.5,-12,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337165,-94.5763226,0.6,-12,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337122,-94.5763297,0.4,-11,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-88,39.0337261,-94.5762662,0.6,-11,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-84,39.0337305,-94.5762493,0.7,-11,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-89,39.033728,-94.5762369,0.9,-10,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337785,-94.5760827,1.3,-12,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0337333,-94.5761872,1.5,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0336982,-94.5760371,1.4,-11,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0337189,-94.5762291,2.1,-9,25,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0338644,-94.5765004,2,-10,25,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337378,-94.5763511,0.5,-11,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337529,-94.5762938,0.3,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337463,-94.576264,1,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-93,39.0337207,-94.5762242,0.4,-9,25,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0337257,-94.5762906,0.3,-9,25,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0337274,-94.5763036,0.3,-9,25,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337381,-94.5763075,1.2,-13,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337739,-94.5763108,0.6,-13,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-93,39.0337343,-94.5762764,0.7,-14,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337033,-94.576269,0.7,-13,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0336957,-94.5762611,1,-9,25,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0336757,-94.5762202,0.4,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-95,39.0337598,-94.5761489,1.8,-14,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0337006,-94.5763028,1.5,-13,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0336822,-94.5763306,1.3,-13,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0336864,-94.5763414,1.2,-14,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0336762,-94.576321,0.6,-14,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.033676,-94.5763174,0.9,-12,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0336824,-94.5762838,1.7,-12,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0336876,-94.5762201,1.7,-14,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0336986,-94.5762238,0.6,-14,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0336918,-94.5762768,0.6,-9,25,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.033723,-94.5762913,0.6,-11,25,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0337445,-94.5762952,0.6,-11,25,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-93,39.0337561,-94.5762983,0.5,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-93,39.0337041,-94.5763162,1.7,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-93,39.0336517,-94.5762706,3.2,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-93,39.0336959,-94.5761049,2.3,-14,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-93,39.033718,-94.576096,2,-14,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337265,-94.5760881,2,-8,25,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337453,-94.5760744,0.7,-12,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337395,-94.5762407,1.3,-12,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337265,-94.5762906,0.7,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337305,-94.5762444,0.5,-12,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337366,-94.5762451,1.1,-12,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0337049,-94.5763284,1.1,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0336839,-94.5763538,1.3,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.033714,-94.576382,0.8,-14,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-93,39.0337481,-94.5763678,1.4,-13,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0338412,-94.5762632,2.6,-15,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0338593,-94.5761753,3.2,-15,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0338079,-94.57612,2.1,-15,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-93,39.0337376,-94.5760163,2.9,-14,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.033732,-94.5760269,1.4,-11,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0336904,-94.5760788,1.6,-13,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0336642,-94.5761161,1,-15,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-93,39.0336359,-94.5760784,1,-12,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-93,39.0337022,-94.5762397,2.4,-12,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0338668,-94.5762981,1.2,-9,25,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-93,39.0337304,-94.5763068,0.5,-13,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-93,39.0337347,-94.5763138,0.4,-13,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0337529,-94.5763304,0.3,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0337578,-94.5763046,0.7,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0337533,-94.5762831,0.4,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337352,-94.5762851,0.2,-11,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0337375,-94.5762946,1.3,-12,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0337311,-94.5763371,0.8,-12,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-93,39.0337311,-94.5763475,0.4,-11,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-93,39.0337367,-94.5763461,0.4,-11,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0337248,-94.576338,0.6,-11,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0337092,-94.5763426,0.6,-11,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337023,-94.5763175,0.5,-13,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337013,-94.5762839,0.5,-13,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0337409,-94.5762886,0.4,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-93,39.0337275,-94.5762956,0.1,-10,25,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-93,39.033742,-94.5762907,0.2,-10,25,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0336924,-94.5762614,0.5,-13,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0336877,-94.5762913,1.2,-11,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0336621,-94.5763314,0.5,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.033716,-94.5763101,0.9,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337195,-94.5763281,0.6,-13,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337155,-94.5763546,0.6,-13,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337295,-94.5763401,0.1,-13,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337908,-94.5762759,0.7,-10,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.033843,-94.5762815,0.5,-15,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0338523,-94.5762825,0.3,-15,29,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-93,39.0338811,-94.5760331,1.4,-12,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0338447,-94.5759565,1.4,-14,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0338049,-94.5761273,0.9,-14,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0337329,-94.5762788,2.3,-9,25,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-90,39.0337644,-94.5761838,0.6,-13,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0338117,-94.5761601,0.2,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0338146,-94.5761681,0.7,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0339028,-94.5762621,1.9,-10,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0339148,-94.5762625,0.5,-11,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0338634,-94.576161,1.7,-11,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0338414,-94.5759886,1.2,-14,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0338515,-94.575937,0.9,-12,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0338498,-94.5760271,1.1,-12,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-93,39.0338492,-94.575941,1,-11,25,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-93,39.0338454,-94.5759777,0.4,-11,25,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0338391,-94.5760794,0.7,-14,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0338436,-94.5760752,0.3,-14,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0338741,-94.57608,1.2,-13,27,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0338556,-94.5759658,1.2,-11,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0338294,-94.575892,1.6,-11,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0338364,-94.5758043,2,-9,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337981,-94.5758141,0.9,-9,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0337689,-94.5759518,1.1,-9,26,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337216,-94.575957,1.4,-14,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337483,-94.5760255,0.5,-13,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-91,39.0337475,-94.5760345,0.8,-13,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.033772,-94.5760363,0.6,-14,28,0,28.83,0.3
5125645,20022,876,2,2,1957.6,-92,39.0338902,-94.5763947,1.1,-14,28,0,28.83,0.3
